id,extra_attributes
1420,"{'dept': 'MFG', 'name': 'Dahlia Bradtke', 'shift': 'Group 3', 'title': '00029529', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'QA00', 'shiftgroup': 'G62'}"
1419,"{'dept': 'MFG', 'name': 'Talia Harris', 'shift': 'Group 2', 'title': '00029444', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712010', 'department': 'MF00', 'shiftgroup': 'G61'}"
1418,"{'dept': 'MFG', 'name': 'Johnson Lindgren', 'shift': 'Morning', 'title': '00029440', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M1', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G47'}"
1417,"{'dept': 'MFG', 'name': 'Lucius Johnson', 'shift': 'Morning', 'title': '00029422', 'supvid': '01392030', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vigneshweri A/P Krishna', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47'}"
1416,"{'dept': 'MFG', 'name': 'Xander Spinka', 'shift': 'Morning', 'title': '00029390', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
1415,"{'dept': 'MFG', 'name': 'Lori Gulgowski', 'shift': 'Group 3', 'title': '00029324', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62'}"
1414,"{'dept': 'MFG', 'name': 'Fletcher Johns', 'shift': 'Morning', 'title': '00029244', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47'}"
1413,"{'dept': 'MFG', 'name': 'Emerald Bayer', 'shift': 'Morning', 'title': '00029234', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47'}"
1412,"{'dept': 'MFG', 'name': 'Ursula Sawayn', 'shift': 'Morning', 'title': '00029218', 'supvid': '01392030', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M1', 'supvname': 'Vigneshweri A/P Krishna', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47'}"
1411,"{'dept': 'MFG', 'name': 'Jesse Von', 'shift': 'Morning', 'title': '00029196', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'G47'}"
1410,"{'dept': 'MFG', 'name': 'Pat Hilpert', 'shift': 'Morning', 'title': '00029139', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47'}"
1409,"{'dept': 'MFG', 'name': 'Anahi Heathcote', 'shift': 'Normal', 'title': '00029116', 'supvid': '00031138', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Wong Tai Yih', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'M40'}"
1408,"{'dept': 'MFG', 'name': 'Halie Boyer', 'shift': 'Group 2', 'title': '00028992', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61'}"
1407,"{'dept': 'MFG', 'name': 'Lizzie Altenwerth', 'shift': 'Normal', 'title': '00028944', 'supvid': '00032022', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M1', 'supvname': 'Mohd Farhan Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'G00'}"
1406,"{'dept': 'MFG', 'name': 'Kaitlyn Conn', 'shift': 'Group 2', 'title': '00028919', 'supvid': '01305724', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Amri Bin Osman', 'workcell': 'KEYSIGHT', 'costcenter': '712010', 'department': 'MF00', 'shiftgroup': 'G61'}"
1405,"{'dept': 'ME', 'name': 'Marty Kerluke', 'shift': 'Group 3', 'title': '02279759', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1404,"{'dept': 'ME', 'name': 'Kiara Robel', 'shift': 'Group 2', 'title': '02273709', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1403,"{'dept': 'ME', 'name': 'Greyson Dicki', 'shift': 'Normal', 'title': '10002711', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1402,"{'dept': 'ME', 'name': 'Priscilla Roob', 'shift': 'Group 2', 'title': '10001102', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1401,"{'dept': 'ME', 'name': 'Brooklyn Kunze', 'shift': 'Group 2', 'title': '10000459', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1400,"{'dept': 'ME', 'name': 'Jessica Predovic', 'shift': 'Morning', 'title': '02277515', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1399,"{'dept': 'ME', 'name': 'Chelsea Emmerich', 'shift': 'Group 3', 'title': '02229750', 'supvid': '00031680', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Chau Kok Onn', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1398,"{'dept': 'ME', 'name': 'Mitchell Schumm', 'shift': 'Group 3', 'title': '01623751', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1397,"{'dept': 'ME', 'name': 'Berniece VonRueden', 'shift': 'Night', 'title': '01459811', 'supvid': '00029774', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Wong Thean Seang', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G27'}"
1396,"{'dept': 'ME', 'name': 'Valerie Roob', 'shift': 'Group 2', 'title': '01453342', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1395,"{'dept': 'ME', 'name': 'Cortney Braun', 'shift': 'Group 2', 'title': '01453340', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1394,"{'dept': 'ME', 'name': 'Gabe Hettinger', 'shift': 'Normal', 'title': '01433652', 'supvid': '00029774', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Wong Thean Seang', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1393,"{'dept': 'ME', 'name': 'Meaghan Ruecker', 'shift': 'Morning', 'title': '01409431', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1392,"{'dept': 'ME', 'name': 'Macie Ferry', 'shift': 'Normal', 'title': '01391906', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1391,"{'dept': 'ME', 'name': 'Garth Balistreri', 'shift': 'Normal', 'title': '01391850', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1390,"{'dept': 'ME', 'name': 'Giuseppe Mueller', 'shift': 'Normal', 'title': '01391790', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1389,"{'dept': 'ME', 'name': 'Mark Windler', 'shift': 'Morning', 'title': '01374489', 'supvid': '00029774', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Wong Thean Seang', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G26'}"
1388,"{'dept': 'ME', 'name': 'Janie Quitzon', 'shift': 'Normal', 'title': '01327864', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'M40'}"
1387,"{'dept': 'ME', 'name': 'Stefanie Kozey', 'shift': 'Group 3', 'title': '01314222', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'TE00', 'shiftgroup': 'G62'}"
1386,"{'dept': 'ME', 'name': 'Jackie Schamberger', 'shift': 'Group 2', 'title': '01292616', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1385,"{'dept': 'ME', 'name': 'Kristin Streich', 'shift': 'Normal', 'title': '01292453', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'M40'}"
1384,"{'dept': 'ME', 'name': 'Lafayette Weber', 'shift': 'Morning', 'title': '01211884', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1383,"{'dept': 'ME', 'name': 'Marion Schmidt', 'shift': 'Group 3', 'title': '01113281', 'supvid': '00031680', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Chau Kok Onn', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1382,"{'dept': 'ME', 'name': 'Yazmin Gleichner', 'shift': 'Group 2', 'title': '00195489', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G61'}"
1381,"{'dept': 'ME', 'name': 'Shemar Miller', 'shift': 'Morning', 'title': '00149528', 'supvid': '00031680', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Chau Kok Onn', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1380,"{'dept': 'ME', 'name': 'Berniece Schaden', 'shift': 'Normal', 'title': '00143589', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1379,"{'dept': 'ME', 'name': 'Audrey Marquardt', 'shift': 'Normal', 'title': '00142689', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1378,"{'dept': 'ME', 'name': 'Holly Willms', 'shift': 'Group 3', 'title': '00130347', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1377,"{'dept': 'ME', 'name': 'Destinee Stokes', 'shift': 'Group 3', 'title': '00122987', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1376,"{'dept': 'ME', 'name': 'Thomas Rau', 'shift': 'Group 3', 'title': '00118425', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G62'}"
1375,"{'dept': 'ME', 'name': 'Bonnie Runte', 'shift': 'Morning', 'title': '00113658', 'supvid': '00029774', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Wong Thean Seang', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1374,"{'dept': 'ME', 'name': 'Amelia Marks', 'shift': 'Normal', 'title': '00113643', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1373,"{'dept': 'ME', 'name': 'Jayson Huel', 'shift': 'Normal', 'title': '00090342', 'supvid': '00031680', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Chau Kok Onn', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'TE00', 'shiftgroup': 'M40'}"
1372,"{'dept': 'ME', 'name': 'Nyah Wisoky', 'shift': 'Normal', 'title': '00030457', 'supvid': '00029774', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Wong Thean Seang', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G00'}"
1371,"{'dept': 'ME', 'name': 'Rosetta Reilly', 'shift': 'Normal', 'title': '00029560', 'supvid': '01392034', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Yeow Chin Woei', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'TE00', 'shiftgroup': 'M40'}"
1370,"{'dept': 'IE', 'name': 'Bruce McDermott', 'shift': 'Morning', 'title': '01476984', 'supvid': '00030375', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Adrian Keith Thanaraj Samuel', 'workcell': 'KEYSIGHT', 'costcenter': '710225', 'department': 'IE00', 'shiftgroup': 'G47'}"
1369,"{'dept': 'IE', 'name': 'Lina Pacocha', 'shift': 'Morning', 'title': '01424185', 'supvid': '00030375', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Adrian Keith Thanaraj Samuel', 'workcell': 'KEYSIGHT', 'costcenter': '710225', 'department': 'IE00', 'shiftgroup': 'G47'}"
1368,"{'dept': 'IE', 'name': 'Cassandra Roberts', 'shift': 'Normal', 'title': '01325545', 'supvid': '00030375', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Adrian Keith Thanaraj Samuel', 'workcell': 'KEYSIGHT', 'costcenter': '710225', 'department': 'IE00', 'shiftgroup': 'G00'}"
1367,"{'dept': 'IE', 'name': 'Josianne Goyette', 'shift': 'Normal', 'title': '00844207', 'supvid': '00030375', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Adrian Keith Thanaraj Samuel', 'workcell': 'KEYSIGHT', 'costcenter': '710225', 'department': 'MF00', 'shiftgroup': 'G00'}"
1366,"{'dept': 'MFG', 'name': 'Ewald Gleason', 'shift': 'Group  1', 'title': 'UML00025', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1365,"{'dept': 'MFG', 'name': 'Eric Medhurst', 'shift': 'Group  1', 'title': 'DR13226I', 'supvid': '01326122', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1364,"{'dept': 'MFG', 'name': 'Kim Funk', 'shift': 'Group  1', 'title': 'DR11785I', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1363,"{'dept': 'MFG', 'name': 'Deven Brown', 'shift': 'Group  1', 'title': 'DR10192I', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1362,"{'dept': 'MFG', 'name': 'Jameson Stehr', 'shift': 'Group  1', 'title': 'DN02158I', 'supvid': '00090340', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1361,"{'dept': 'MFG', 'name': 'Jennyfer Zulauf', 'shift': 'Group  1', 'title': 'DN02025I', 'supvid': '00090340', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1360,"{'dept': 'MFG', 'name': 'Pink Mills', 'shift': 'Group  1', 'title': 'DN01840I', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1359,"{'dept': 'MFG', 'name': ""Reggie O'Reilly"", 'shift': 'Group  1', 'title': 'DN01262I', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1358,"{'dept': 'MFG', 'name': 'Enrique Mueller', 'shift': 'Group  1', 'title': 'DN01242N', 'supvid': '01391977', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Salahudin Bin Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1357,"{'dept': 'MFG', 'name': 'Terrell Daugherty', 'shift': 'Group  1', 'title': 'DN01208N', 'supvid': '01375131', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G60.C'}"
1356,"{'dept': 'MFG', 'name': 'Tyrique Lind', 'shift': 'Group  1', 'title': '10001829', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60'}"
1355,"{'dept': 'MFG', 'name': 'Samson Schmidt', 'shift': 'Group  1', 'title': '02284003', 'supvid': '01326122', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1354,"{'dept': 'MFG', 'name': 'Demarcus Schiller', 'shift': 'Group  1', 'title': '02238525', 'supvid': '00029246', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1353,"{'dept': 'MFG', 'name': 'Timmothy Abernathy', 'shift': 'Group  1', 'title': '02096757', 'supvid': '01326122', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G60'}"
1352,"{'dept': 'MFG', 'name': 'Joe Heller', 'shift': 'Group  1', 'title': '02092372', 'supvid': '01305724', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Amri Bin Osman', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1351,"{'dept': 'MFG', 'name': 'Alison Trantow', 'shift': 'Group  1', 'title': '01773410', 'supvid': '00112961', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Suresh Kanna A/L Ganapathy', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1350,"{'dept': 'MFG', 'name': 'Humberto Schamberger', 'shift': 'Group  1', 'title': '01324855', 'supvid': '01326122', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G60'}"
1349,"{'dept': 'MFG', 'name': 'Brandyn Schneider', 'shift': 'Group  1', 'title': '01301934', 'supvid': '00112961', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Suresh Kanna A/L Ganapathy', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1348,"{'dept': 'MFG', 'name': 'Jaeden Schaden', 'shift': 'Group  1', 'title': '00178276', 'supvid': '01326122', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G60'}"
1347,"{'dept': 'MFG', 'name': 'Candelario Hermann', 'shift': 'Group  1', 'title': '00030034', 'supvid': '00031231', 'daytype': 'Offday', 'job cat': 'DL', 'category': 'M1', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G60'}"
1346,"{'dept': 'ME', 'name': 'Ricky Murazik', 'shift': 'Group  1', 'title': '00059045', 'supvid': '00032789', 'daytype': 'Offday', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G60'}"
1345,"{'dept': 'MFG', 'name': 'Cory Ward', 'shift': 'Group 3', 'title': 'UML00022', 'supvid': '01305724', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Amri Bin Osman', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF04', 'shiftgroup': 'G62.C'}"
1344,"{'dept': 'MFG', 'name': 'Darlene Wisoky', 'shift': 'Night', 'title': '10001959', 'supvid': '01305724', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Amri Bin Osman', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'G27'}"
1343,"{'dept': 'ME', 'name': 'Kristopher Stroman', 'shift': 'Morning', 'title': '01083607', 'supvid': '00032789', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M2', 'supvname': 'Tan Eng Chuan', 'workcell': 'KEYSIGHT', 'costcenter': '710230', 'department': 'ME00', 'shiftgroup': 'G47'}"
1342,"{'dept': 'MFG', 'name': 'Hayden Runte', 'shift': 'Group 3', 'title': 'DR13958I', 'supvid': '00029727', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nagalachemy A/p Darmalingam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1341,"{'dept': 'MFG', 'name': 'Megane McCullough', 'shift': 'Group 2', 'title': 'DR12806I', 'supvid': '00044544', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Leana Binti Mat Sahit', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1340,"{'dept': 'MFG', 'name': 'Jalen Marvin', 'shift': 'Group 3', 'title': 'DR12795I', 'supvid': '00029727', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nagalachemy A/p Darmalingam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
